review_text,rating,review_date
like to much,5,2025-01-11
thank you,5,2025-01-10
perfect,5,2025-01-09
the best of best,5,2025-01-09
i was using this app for long time it amazing user friendly ui but the i can't found for get pin button in the app,3,2025-01-07
great 👍,5,2025-01-04
fast and suitable for the customers.,5,2025-01-04
good app and helpful,5,2025-01-03
"i will give only one star, because it faced with multiple of problems. 1. the app is not as fast as the other banks app, for e.g like cbe 2. the app asks repeatedly to switch off developer options, even if it is switched off. 3. bank of abyssinia's services are interesting, but they ignored the issues on the app service. 4. most customers gave a complain on the app, but no one accept their complain to fix the issue. 5. lastly, i will not recommend the app unless the issue has been solved asap!!",1,2025-01-03
by assessing this you can tell abyssinia bank has no idea what mobile banking is ?,1,2025-01-02
it doesn't work at all.,2,2025-01-02
this app is not available,1,2025-01-02
wow what amazing,5,2024-12-30
love it,5,2024-12-30
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30
lemn embi yilal??,5,2024-12-30
it's useless app downgraded.,1,2024-12-29
why is not letting me access my account. the whole point of this app is for me to gey access to my account without physically being at the bank. i would give it a zero but a one will suffice to get my point accross.,1,2024-12-27
nice,5,2024-12-26
when are you going to get rid of this and have a real app that works? by far the worst mobile banking app.,1,2024-12-24
አይሰራም ሼም ነው፤,1,2024-12-23
not that much bad,3,2024-12-22
fine,5,2024-12-21
the dirtiest application ever seen...,1,2024-12-20
nic ap,5,2024-12-19
the forest app ever,1,2024-12-19
"i love boa more than anyone but they are cursed when it comed to mobile banking. even though this ine is hetter it still s*cks! it will ask me to turn off developer options other wise it won't work! i use cbe, awash birr, tekebirr, dashen bank and others but non of them asked me this, why only boa? please improve your mobile banking, be competitive!",1,2024-12-19
bank of abissena,1,2024-12-17
"easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16
good,5,2024-12-15
the worst banking app ever. never works!,1,2024-12-14
poorly functioning app,3,2024-12-13
very nice,5,2024-12-13
your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11
it has been a while since you guys started giving the mobile app service but still couldn't get it to work. i'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. you are losing business because of this. complacency will have consequences.,1,2024-12-10
"this is the best app; many features are awesome, but it should work without the need to turn off the developer options. i'm tired of having to constantly switch the developer options off and on. i've been expressing my struggles about this. i have precious settings enabled in the developer options, and to open the app boa app, i have to turn them off. please help us, abyssinia bank. i hope you can provide an update soon.",4,2024-12-08
"i’m giving this app one star because there are no options below that. my experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. people choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst i’ve used. i hope improvements are made to enhance the user experience.",1,2024-12-07
very unprofessional and mischievous bank in my opinion. i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been 3 months the bank has decided to include it in their income. how absurd. if you can avoid this bank.,1,2024-12-06
it doesn't work on my 2 devices a05 and a34 😡,1,2024-12-02
my attention is very important because it will be the most difficult time for me,5,2024-11-30
"i have a worst experience while using this mobile application through out the year. most of the time it fails to ""login"" or automatically closed the app. and also it takes so much loading time (5 minutes +) trying to access the internal services. sometimes also while transferring within and to other bank also fails. so, boa please fix your app.",1,2024-11-29
i don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28
this application is losing major factions on a daily basis. i can count how many times i have used this app; it is completely useless and disappointing if i am not going to use it in times of need then i don't see the point.,1,2024-11-28
exellent digital transaction of money,5,2024-11-27
the latest update has stopped android 9 phones not to open this app. never work properly since i started using it.,1,2024-11-26
👏👏👏,5,2024-11-24
money,5,2024-11-24
it needs more improvment,2,2024-11-24
ab,3,2024-11-20
ademtahir,5,2024-11-20
✌️✌️,5,2024-11-20
please this app on my android phone,3,2024-11-20
goat 🐐 🐐,5,2024-11-19
"your app doesn't match your bank, the app is disaster, super slow. please learn something from tele birr app.",1,2024-11-19
fast and reliable,5,2024-11-18
"the worst app update ever. why would you include the ""developer option off"" thing here? why do you care? it is my phone my money, right? that is the reason why i switched to other banks. so either turn it off or everyone will discontinue their business one by one.",1,2024-11-17
very good,5,2024-11-14
one of the poorest mobile banking system,1,2024-11-13
❤❤❤❤❤❤,5,2024-11-12
oene,5,2024-11-12
i find it interesting specially in reciept downloading,1,2024-11-12
it good,5,2024-11-12
"this app crashes everytime, please fix it",1,2024-11-12
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12
i need a support the app is not working,5,2024-11-12
bast bank of ethiopia,5,2024-11-12
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12
"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",5,2024-11-12
the worst app i have never seen like this before,1,2024-11-12
wweeeer,4,2024-11-12
infinx,5,2024-11-12
great service,5,2024-11-12
this app is not available on all android versions and some times it is not functional.,1,2024-11-08
senayt mesfin,4,2024-11-08
bad app vety bad.,1,2024-11-07
abessnya banke,5,2024-11-05
